cpu_info,memory_info,size,elapsed_time
8,8,11100,12.13828444480896
8,8,11200,12.31895112991333
8,8,11300,12.683663845062256
8,8,11400,13.122166395187378
8,8,11500,13.332101345062256
8,8,11600,13.949729204177856
8,8,11700,14.030351161956789
8,8,11800,14.442893266677856
8,8,11900,14.71779441833496
8,8,12000,15.158231735229492
8,8,12100,15.566890716552734
8,8,12200,16.066875457763672
8,8,12300,16.500449180603027
8,8,12400,16.906700611114502
8,8,12500,17.422319173812866
8,8,12600,17.637644052505493
8,8,12700,18.28653383255005
8,8,12800,18.529215574264526
8,8,12900,19.117104530334476
